1001	9304045
1001	9308122
1001	9309097
1001	9311042
1001	9401139
1001	9404151
1001	9407087
1001	9408099
1001	9501030
1001	9503124
1001	9504090
1001	9504145
1001	9505025
1001	9505054
1001	9505105
1001	9505162
1001	9506048
1001	9506112
1001	9506144
1001	9507050
1001	9507158
1001	9508094
1001	9508155
1001	9510142
1001	9510225
1001	9510234
1001	9511030
1001	9511171
1001	9601108
1001	9602022
1001	9602114
1001	9603003
1001	9603150
1001	9603161
1001	9603167
1001	9605184
1001	9605222
1001	9606017
1001	9606040
1001	9607163
1001	9607207
1001	9608086
1001	9609070
1001	9609071
1001	9609239
1001	9611137
1001	9612108
1001	9701162
1001	9702094
1001	9702155
1001	9702198
1001	9703082
1001	9703166
1001	9704097
1001	9705030
1001	9705044
1001	9705104
1001	9705220
1001	9706005
1001	9707014
1001	9707042
1001	9707049
1001	9710230
1001	9711036
1001	9711104
1001	9712028
1001	9712042
1001	9802194
1001	9805056
1001	9805206
1001	9806094
1001	9810188
1001	9811217
1001	9905036
1001	9907041
1001	9908007
1001	9908144
1001	9909108
1001	9909120
1001	9909229
1001	9910238
1001	9910248
1001	9910268
1002	9201007
1002	9204031
1002	9210123
1002	9304062
1002	9306005
1002	9402089
1002	9604090
1002	9803235
1002	9807051
1002	9809015
1002	9810063
1002	9812035
1002	9902125
1002	9902155
1002	9904017
1002	9905012
1002	9905210
1002	9906064
1002	9906194
1002	9907070
1002	9907209
1002	9908076
1002	9908116
1002	9908186
1002	9909001
1002	9909041
1002	9909053
1002	9909058
1002	9909121
1002	9909134
1002	9910149
1002	9910219
1002	9912012
1002	9912118
1002	9912132
1002	9912187
1003	9912242
1004	9810131
1005	9311183
1005	9506135
1005	9601078
1005	9603097
1005	9611092
1005	9611194
1005	9712257
1005	9805026
1005	9811178
1005	9901099
1005	9902132
1005	9904145
1005	9908025
1005	9908036
1005	9908040
1005	9909030
1005	9909114
1005	9909140
1005	9909163
1005	9910148
1005	9912239
1006	9910243
1007	9405171
1007	9807069
1007	9901148
1007	9911150
1008	9301008
1008	9301014
1008	9303112
1008	9405029
1008	9409139
1008	9507046
1009	9610215
1010	9603136
1010	9608174
1010	9706225
1010	9808157
1010	9901128
1011	9510135
1011	9610043
1011	9612115
1011	9703038
1011	9703078
1011	9708039
1011	9710231
1011	9711162
1011	9711200
1011	9712072
1011	9804041
1011	9804163
1011	9805069
1011	9902004
1011	9903205
1011	9907211
1011	9908019
1011	9908142
1011	9909081
1011	9909176
1012	9205059
1012	9206053
1012	9302035
1012	9306002
1012	9403141
1012	9405136
1012	9506136
1012	9507109
1012	9702190
1012	9911110
1013	1002
1013	1003
1013	9906064
1013	9907209
1013	9909076
1013	9909127
1013	9909130
1013	9909205
1013	9911055
1013	9911234
1013	9912276
1014	9502097
1014	9606100
1014	9803011
1014	9806244
1014	9807215
1014	9903055
1014	9903266
1014	9904136
1015	9811016
1016	9607049
1016	9711002
1016	9711200
1016	9802109
1016	9802150
1016	9805114
1016	9806087
1016	9806217
1016	9807226
1016	9808057
1016	9810126
1016	9902012
1016	9903190
1016	9903241
1016	9906164
1016	9907158
1016	9911215
1016	9912012
1016	9912018
1017	9609035
1017	9610193
1017	9807069
1017	9808129
1017	9811053
1017	9811077
1017	9811171
1017	9902140
1017	9903223
1017	9905215
1018	9603087
1018	9604035
1018	9604179
1018	9609212
1018	9701042
1018	9801049
1018	9802163
1018	9906048
1018	9906064
1018	9908076
1018	9909130
1018	9909205
1018	9911043
1018	9911218
1018	9912118
1018	9912135
1018	9912175
1018	9912242
1019	2049
1019	9605022
1019	9703097
1019	9707253
1019	9908101
1019	9908149
1019	9909210
1019	9912176
1019	9912223
1020	9805177
1021	9401139
1021	9406206
1021	9505186
1021	9510017
1021	9604136
1021	9606187
1021	9609198
1021	9701178
1021	9704157
1021	9705105
1021	9705193
1021	9801102
1021	9806068
1021	9906007
1021	9912105
1022	9311055
1022	9802096
1022	9902115
1023	9512044
1023	9612084
1023	9706031
1023	9908073
1023	9910131
1023	9912113
1024	9301050
1024	9512153
1024	9606139
1024	9612128
1024	9702202
1024	9704057
1024	9710129
1024	9811022
1024	9812074
1024	9904109
1024	9905196
1024	9905217
1024	9907066
1024	9909007
1024	9909015
1024	9909098
1024	9910095
1024	9911080
1024	9912081
1024	9912226
1025	9203079
1025	9203084
1025	9301042
1025	9301043
1025	9308005
1025	9308083
1025	9308122
1025	9309097
1025	9309140
1025	9311042
1025	9402119
1025	9403123
1025	9403187
1025	9404060
1025	9406055
1025	9502072
1025	9504090
1025	9507012
1025	9507158
1025	9510227
1025	9512016
1025	9606040
1025	9606112
1025	9609017
1025	9612181
1025	9710206
1025	9710230
1025	9712186
1025	9804131
1025	9807056
1025	9807087
1025	9810188
1025	9811237
1025	9903139
1025	9906200
1025	9907013
1025	9908135
1025	9910170
1025	9912279
1026	9310144
1026	9312059
1026	9405110
1026	9411163
1026	9412228
1026	9910178
1027	9603053
1027	9612115
1027	9711162
1027	9802068
1027	9802085
1027	9903077
1027	9903107
1027	9903187
1027	9908038
1027	9908141
1027	9908142
1027	9910004
1027	9910091
1027	9911041
1027	9911098
1027	9912072
1027	9912075
1027	9912094
1027	9912167
1028	9706175
1028	9712195
1028	9802162
1028	9809070
1028	9812136
1028	9910055
1029	9209101
1029	9503124
1029	9505105
1029	9505162
1029	9506112
1029	9507012
1029	9507050
1029	9510169
1029	9510209
1029	9602022
1029	9602052
1029	9602114
1029	9603142
1029	9603161
1029	9605150
1029	9608111
1029	9609070
1029	9609071
1029	9609111
1029	9611007
1029	9707014
1029	9711098
1029	9712028
1029	9712035
1029	9712086
1029	9804176
1029	9805056
1029	9809122
1029	9811194
1029	9812028
1029	9812209
1029	9907134
1029	9907164
1030	9406173
1030	9612009
1030	9704150
1030	9902165
1031	9806236
1031	9908142
1031	9910096
1032	9807198
1032	9908142
1032	9909081
1032	9909176
1032	9910138
1032	9912070
1033	1002
1033	1003
1033	1013
1033	1018
1033	1071
1033	9201007
1033	9604090
1033	9905012
1033	9905210
1033	9906064
1033	9906182
1033	9906204
1033	9907209
1033	9908076
1033	9908104
1033	9908116
1033	9908186
1033	9909001
1033	9909041
1033	9909048
1033	9909053
1033	9909070
1033	9909076
1033	9909103
1033	9909127
1033	9909130
1033	9909134
1033	9909199
1033	9909205
1033	9910081
1033	9910093
1033	9910132
1033	9910149
1033	9910174
1033	9910219
1033	9910269
1033	9911043
1033	9911055
1033	9911083
1033	9911104
1033	9911165
1033	9911181
1033	9911218
1033	9911234
1033	9911237
1033	9912001
1033	9912060
1033	9912118
1033	9912125
1033	9912132
1033	9912135
1033	9912160
1033	9912166
1033	9912175
1033	9912182
1033	9912186
1033	9912187
1033	9912193
1033	9912230
1033	9912232
1033	9912233
1033	9912242
1033	9912287
1034	1004
1034	9702007
1034	9707073
1034	9810131
1035	9404162
1035	9510106
1035	9604123
1035	9805028
1035	9902098
1035	9902099
1035	9907200
1035	9908041
1035	9910205
1036	9407087
1036	9408099
1036	9411047
1036	9411048
1036	9411149
1036	9503179
1036	9505006
1036	9505062
1036	9505075
1036	9505100
1036	9505150
1036	9511154
1036	9603002
1036	9603042
1036	9608129
1036	9707005
1037	9205041
1037	9301042
1037	9504090
1037	9506014
1037	9507158
1037	9510227
1037	9511222
1037	9606112
1037	9607229
1037	9612181
1037	9712186
1037	9808080
1037	9902120
1037	9903031
1037	9906200
1037	9907131
1037	9908036
1037	9910170
1037	9910172
1037	9912147
1037	9912151
1037	9912188
1038	9511055
1038	9704160
1039	9506042
1039	9906169
1040	9912054
1041	9208059
1041	9302047
1041	9307010
1041	9308075
1041	9410191
1041	9411068
1041	9604089
1041	9605009
1041	9608125
1041	9610234
1041	9703040
1041	9704108
1041	9708005
1041	9708042
1041	9711200
1041	9802109
1041	9802150
1041	9803051
1041	9803053
1041	9803068
1041	9803077
1041	9804083
1041	9805156
1041	9806016
1041	9806087
1041	9808060
1041	9808162
1041	9810256
1041	9812218
1041	9901021
1041	9901121
1041	9902153
1041	9903161
1041	9905005
1041	9905075
1041	9905163
1041	9907047
1041	9908014
1041	9908107
1041	9909094
1041	9909179
1041	9910192
1041	9910267
1041	9911109
1041	9911129
1041	9911135
1041	9911238
1042	9401153
1042	9402015
1042	9407056
1042	9707028
1042	9707057
1042	9710175
1042	9710233
1042	9712188
1042	9804136
1042	9809022
1042	9904029
1042	9908161
1044	9806155
1044	9807235
1044	9808141
1044	9810188
1044	9812135
1044	9901159
1044	9902105
1044	9903031
1044	9903123
1044	9904207
1044	9905159
1044	9907164
1044	9908126
1044	9911116
1044	9912249
1044	9912275
1045	9802149
1045	9912102
1045	9912291
1046	9505078
1046	9512070
1046	9705156
1046	9807052
1046	9904202
1046	9906080
1046	9907081
1047	9301069
1047	9411021
1047	9411025
1047	9610043
1047	9612115
1047	9711200
1047	9903030
1047	9904191
1047	9908141
1048	9703083
1048	9705006
1048	9707128
1048	9809019
1049	3022
1049	208020
1049	9510169
1049	9511043
1049	9601143
1049	9608127
1049	9611050
1049	9701190
1049	9707068
1049	9709062
1049	9802088
1049	9803194
1049	9805019
1049	9805091
1049	9806155
1049	9808141
1049	9809111
1049	9810188
1049	9812031
1049	9901014
1049	9903123
1049	9904201
1049	9905006
1049	9908060
1049	9908144
1049	9910109
1049	9912079
1049	9912161
1049	9912275
1050	9405109
1050	9705007
1051	9408099
1051	9411149
1051	9507121
1051	9508143
1051	9508155
1051	9510225
1051	9511164
1051	9602022
1051	9603167
1051	9605150
1051	9605199
1051	9606044
1051	9607163
1051	9607207
1051	9608047
1051	9608186
1051	9609239
1051	9610076
1051	9611063
1051	9705220
1051	9706110
1051	9709013
1051	9903215
1051	9908082
1052	9805040
1052	9807083
1053	9211075
1053	9403141
1053	9503205
1053	9506136
1053	9511187
1053	9712256
1053	9806024
1053	9806194
1053	9812046
1053	9812073
1053	9903219
1053	9903224
1053	9905104
1053	9906215
1053	9907087
1053	9909110
1053	9909149
1053	9911039
1054	9301042
1054	9308124
1054	9407087
1054	9408099
1054	9411048
1054	9411057
1054	9504090
1054	9505062
1054	9505075
1054	9505100
1054	9506122
1054	9507012
1054	9507121
1054	9511154
1054	9511164
1054	9512145
1054	9603002
1054	9604034
1054	9604055
1054	9611190
1054	9611230
1054	9703166
1054	9704018
1054	9704089
1054	9705131
1054	9705221
1054	9708086
1054	9711200
1054	9802042
1054	9802067
1054	9802109
1054	9802150
1054	9805114
1054	9805171
1054	9807096
1054	9808017
1054	9808149
1054	9809022
1054	9905104
1054	9905111
1054	9906070
1054	9907178
1054	9909110
1054	9910182
1054	9911039
1055	9409188
1055	9503121
1055	9503208
1055	9603167
1055	9605033
1055	9610043
1055	9710065
1055	9711162
1055	9711200
1055	9712049
1055	9712168
1055	9712230
1055	9801134
1055	9801147
1055	9802109
1055	9802150
1055	9802183
1055	9805139
1055	9806074
1055	9806180
1055	9807080
1055	9807082
1055	9807235
1055	9810126
1055	9810201
1055	9811004
1055	9903031
1055	9904104
1055	9906242
1055	9907186
1055	9909108
1055	9910145
